West Coast Groundfish Slope/Shelf Bottom Trawl Survey data,,,,,,,,,,,,,,
Length Composition Estimates,,,,,,,,,,,,,,
sablefish,,,,,,,,,,,,,,
Extracted: 2/17/2015,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Species Code,Scientific Name,Species,Survey Year,Project,Area Set Identifier,Area Name,Depth Strata Set,Minimum Stratum Depth (m),Maximum Stratum Depth (m),Length Category (cm),Number of Females,Number of Males,Number of Unsexed,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,61,72759,46548,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,62,67467,44880,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,63,68824,17515,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,64,54259,70048,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,65,62384,28725,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,66,85468,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,67,71678,24121,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,68,34504,15565,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,69,34307,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,70,14473,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,71,15565,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,72,21149,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,73,13472,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,76,8372,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),34Pt5To40Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,78,17154,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,20,8981,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,23,0,0,9003,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,24,0,0,9003,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,25,8909,17818,45013,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,26,17818,17818,27008,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,27,8909,0,18005,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,28,0,11907,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,30,0,0,9003,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,35,0,9575,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,37,20874,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,38,0,13228,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,39,0,13228,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,41,8181,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,43,16362,8181,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,44,8181,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,45,42747,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,46,25922,10669,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,47,12222,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,48,9560,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,49,8181,9560,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,50,12222,29789,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,51,9560,19120,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,52,9560,53803,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,53,31584,9560,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,54,9560,23260,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,55,21094,11534,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,56,11534,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,57,23998,10558,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,58,0,21094,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,59,11073,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,60,0,22092,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,62,11534,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,64,0,11534,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,65,10558,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,182.88,548.64,72,23022,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,548.64,900,48,0,43832,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,548.64,900,49,0,219160,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,548.64,900,50,43832,216945,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,548.64,900,51,0,392273,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,548.64,900,52,214626,250766,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,548.64,900,53,340940,289850,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,548.64,900,54,43832,237571,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,548.64,900,55,214007,281403,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,548.64,900,56,574647,206528,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,548.64,900,57,205449,46261,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,548.64,900,58,220483,46261,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,548.64,900,59,80701,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,548.64,900,60,89555,41617,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,548.64,900,61,131710,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,548.64,900,62,156166,46261,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,548.64,900,67,95614,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,548.64,900,68,45399,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,48,0,36102,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,49,0,32757,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,51,0,27905,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,52,0,159861,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,54,46902,25870,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,55,64925,110909,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,56,100199,158440,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,57,39808,65632,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,58,103061,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,59,0,36102,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,60,0,25870,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,61,36102,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,63,80516,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,64,63721,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,65,93211,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,69,123842,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,70,20311,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,71,31861,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,72,114429,0,0,
20510,Anoplopoma fimbria,sablefish,2010,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),32To34Pt5Degs,55 183 549 900 1280 meter bounds,900,1280.16,73,43495,0,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,28,7135,0,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,30,0,9918,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,32,0,7656,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,33,0,8050,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,34,15185,0,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,35,23727,25013,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,36,34224,63606,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,37,9052,17965,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,38,55728,27484,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,39,58463,9038,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,40,50519,28042,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,42,9409,0,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,43,28578,0,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,44,8585,18651,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,45,48884,0,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,46,30570,26632,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,47,29237,19460,9273,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,48,26751,27627,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,49,37841,18076,9273,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,50,93283,19860,18547,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,51,28191,16895,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,52,46416,8995,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,53,17189,18017,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,54,38122,29309,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,55,18310,19584,9273,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,56,8301,10279,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,57,29967,18017,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,59,18711,0,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,61,0,10999,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,65,0,9716,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,68,0,9980,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,72,9716,0,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,76,0,9537,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,78,10279,0,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,54.864,182.88,86,8585,0,0,
20510,Anoplopoma fimbria,sablefish,2011,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,182.88,548.64,36,7479,0,0,
